name,link,desc,lang,star,fork,updatedAt
"hprose / hprose-php","https://github.com/hprose/hprose-php","Hprose is a cross-language RPC. This project is Hprose 2.0 for PHP","PHP","1759","380","2020-01-09T11:14:15Z"
"osxfuse / osxfuse","https://github.com/osxfuse/osxfuse","FUSE extends macOS by adding support for user space file systems","Shell","5640","388","2019-12-31T10:26:08Z"
"guzzle / promises","https://github.com/guzzle/promises","Promises/A+ library for PHP with synchronous support","PHP","5658","77","2019-12-17T17:19:23Z"
"idank / explainshell","https://github.com/idank/explainshell","match command-line arguments to their help text","Python","7514","482","2019-12-03T07:09:14Z"
"nuwber / rabbitevents","https://github.com/nuwber/rabbitevents","Broadcasting events provides a simple observer implementation, allowing you to listen for various events that occur in your current and another applications. For example if you need to react to som…","PHP","68","13","2020-01-03T07:40:48Z"
"insoxin / qrpay","https://github.com/insoxin/qrpay","五合一收款码在线生成,40个模板 支持微信支付、支付宝支付、手机QQ支付、京东钱包、百度钱包,PayPal五合一收款，将其二维码合并为一个二维码，无需手续费,支持qq头像,昵称判断(HTML单页版多模板免安装) 腾讯云服务器 https://api.isoyu.com/qrpay/ 腾讯云COS https://qrpay.isoyu.com/","HTML","309","82","2019-10-08T08:31:19Z"
"namshi / docker-smtp","https://github.com/namshi/docker-smtp","SMTP docker container","Shell","328","134","2019-10-21T05:21:55Z"
"fatedier / frp","https://github.com/fatedier/frp","A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.","Go","31807","5841","2020-01-09T04:24:47Z"
"ehang-io / nps","https://github.com/ehang-io/nps","一款轻量级、高性能、功能强大的内网穿透代理服务器。支持tcp、udp、socks5、http等几乎所有流量转发，可用来访问内网网站、本地支付接口调试、ssh访问、远程桌面，内网dns解析、内网socks5代理等等……，并带有功能强大的web管理端。a lightweight, high-performance, powerful intranet penetration proxy serv…","Go","10049","1656","2020-01-08T15:39:18Z"
"Mailu / Mailu","https://github.com/Mailu/Mailu","Insular email distribution - mail server as Docker images","Python","1597","331","2020-01-08T21:31:18Z"
"tomav / docker-mailserver","https://github.com/tomav/docker-mailserver","A fullstack but simple mailserver (smtp, imap, antispam, antivirus, ssl...) using Docker.","Shell","4925","813","2019-12-22T11:52:34Z"
"tesseract-ocr / tesseract","https://github.com/tesseract-ocr/tesseract","Tesseract Open Source OCR Engine (main repository)","C++","32344","6104","2020-01-08T08:49:50Z"
"tamiat / tamiat","https://github.com/tamiat/tamiat","⛵️ Vuejs and Firebase based CMS","Vue","454","105","2019-09-08T09:45:52Z"
"rancher / dapper","https://github.com/rancher/dapper","Docker build wrapper","Go","211","48","2019-07-02T23:01:48Z"
"naifalshaye / laravelgui","https://github.com/naifalshaye/laravelgui","Laravel GUI, To simply run artisan, composer and NPM commands and other helpful actions and get output in one click!","","38","2","2019-07-15T11:43:32Z"
"doczjs / docz","https://github.com/doczjs/docz","✍ It has never been so easy to document your things!","TypeScript","17759","904","2020-01-09T12:57:34Z"
"micro / go-micro","https://github.com/micro/go-micro","A Go microservices development framework","Go","11284","1153","2020-01-08T22:23:18Z"
"golang / dep","https://github.com/golang/dep","Go dependency management tool","Go","13040","1081","2019-12-27T13:37:43Z"
"anshumanbh / git-all-secrets","https://github.com/anshumanbh/git-all-secrets","A tool to capture all the git secrets by leveraging multiple open source git searching tools","Go","737","145","2019-06-25T05:33:10Z"
"MFrank2016 / GotoSSH","https://github.com/MFrank2016/GotoSSH","Automatic login SSH （一键登录SSH，可直接从跳板机登录到线上服务器）","Shell","75","20","2019-10-16T10:05:24Z"
"chromium / hstspreload.org","https://github.com/chromium/hstspreload.org","🔒 Chromium's HSTS preload list submission website.","Go","444","59","2019-09-13T18:33:38Z"
"gatsbyjs / gatsby","https://github.com/gatsbyjs/gatsby","Build blazing fast, modern apps and websites with React","JavaScript","41304","6968","2020-01-09T12:32:09Z"
"fengT-T / 996_list","https://github.com/fengT-T/996_list","996 公司展示、讨论","Vue","678","90","2019-09-30T02:54:16Z"
"623637646 / 996.Leave","https://github.com/623637646/996.Leave","逃离996","","3322","215","2020-01-02T04:29:30Z"
"jondot / goweight","https://github.com/jondot/goweight","A tool to analyze and troubleshoot a Go binary size.","Go","1082","31","2019-05-04T13:16:46Z"
"alpinelinux / docker-alpine","https://github.com/alpinelinux/docker-alpine","Official Alpine Linux Docker image. Win at minimalism!","Shell","207","35","2019-12-24T15:15:22Z"
"tucnak / telebot","https://github.com/tucnak/telebot","Telebot is a Telegram bot framework in Go.","Go","1072","152","2019-12-28T11:44:51Z"
"yichengchen / clashX","https://github.com/yichengchen/clashX","","Swift","4743","660","2019-12-31T15:18:50Z"
"Dreamacro / clash","https://github.com/Dreamacro/clash","A rule-based tunnel in Go.","Go","5349","727","2020-01-09T10:14:06Z"
"walkor / shadowsocks-php","https://github.com/walkor/shadowsocks-php","A php port of shadowsocks based on workerman. A socks5 proxy written in PHP.","PHP","846","345","2018-12-28T12:26:41Z"
"ezdapps / backend","https://github.com/ezdapps/backend","A blockchain platform with a simplified programming language. 85% of all tokens will be distributed for free among GitHub users.","Go","1693","38","2018-08-15T17:26:10Z"
"vlang / v","https://github.com/vlang/v","Simple, fast, safe, compiled language for developing maintainable software. Compiles itself in <1s with zero dependencies. Stable 0.2 release in January 2020. https://vlang.io","V","14616","881","2020-01-09T11:06:19Z"
"QSCTech / zju-icicles","https://github.com/QSCTech/zju-icicles","浙江大学课程攻略共享计划","C","15177","4712","2019-12-07T08:41:21Z"
"PoiScript / solomon","https://github.com/PoiScript/solomon","Source Code of https://blog.poi.cat","Rust","10","1","2020-01-01T08:27:50Z"
"takashiki / Ourls","https://github.com/takashiki/Ourls","url shorten service/短网址服务","PHP","196","67","2018-11-08T09:25:06Z"
"awesome-selfhosted / awesome-selfhosted","https://github.com/awesome-selfhosted/awesome-selfhosted","A list of Free Software network services and web applications which can be hosted locally. Selfhosting is the process of hosting and managing applications instead of renting from Software-as-a-Serv…","JavaScript","40123","3163","2020-01-09T10:37:10Z"
"YOURLS / YOURLS","https://github.com/YOURLS/YOURLS","🔗 Your Own URL Shortener","PHP","5629","1236","2019-11-28T09:32:52Z"
"yidao620c / python3-cookbook","https://github.com/yidao620c/python3-cookbook","《Python Cookbook》 3rd Edition Translation","Jupyter Notebook","7461","2195","2019-12-29T01:39:31Z"
"tootsuite / mastodon","https://github.com/tootsuite/mastodon","Your self-hosted, globally interconnected microblogging community","Ruby","20046","3455","2020-01-09T12:56:36Z"
"LaravelDaily / Larancer-QuickAdminPanel","https://github.com/LaravelDaily/Larancer-QuickAdminPanel","Laravel 5.5 system for freelancers to manage their clients/projects/income - generated with QuickAdmin","JavaScript","126","66","2019-10-10T13:09:22Z"
"shadowsocks / shadowsocks-restful-api","https://github.com/shadowsocks/shadowsocks-restful-api","Secure, reliable, standard restful api for managing shadowsocks-libev","JavaScript","59","39","2019-07-20T05:21:27Z"
"shadowsocks / shadow-shop","https://github.com/shadowsocks/shadow-shop","Building highly customizable e-commerce websites selling shadowsocks services, using Wordpress and WooCommerce","PHP","80","47","2019-05-25T10:25:32Z"
"dracula / dracula-theme","https://github.com/dracula/dracula-theme","😱 A dark theme for all the things!","","11205","986","2020-01-01T13:26:35Z"
"ProxymanApp / Proxyman","https://github.com/ProxymanApp/Proxyman","Modern and Delightful HTTP Debugging Proxy for macOS, iOS and Android ⚡️","","864","29","2020-01-04T05:01:21Z"
"webonyx / graphql-php","https://github.com/webonyx/graphql-php","A PHP port of GraphQL reference implementation","PHP","3507","365","2020-01-08T11:08:20Z"
"formulahendry / 955.WLB","https://github.com/formulahendry/955.WLB","955 不加班的公司名单 - 工作 955，work–life balance (工作与生活的平衡)","","18412","812","2019-12-19T05:41:48Z"
"AsTryE / QQMusicHelper","https://github.com/AsTryE/QQMusicHelper","Mac版QQ音乐绿砖破解，可收听无损音乐和下载无损音乐到本地","C","330","65","2018-05-04T10:33:20Z"
"alibaba / ice","https://github.com/alibaba/ice","🚀Simple and friendly front-end development system（飞冰，简单而友好的前端研发体系 ）https://ice.work/","JavaScript","14515","1709","2020-01-08T10:13:12Z"
"RocketChat / Rocket.Chat","https://github.com/RocketChat/Rocket.Chat","The ultimate Free Open Source Solution for team communications.","JavaScript","25058","5457","2020-01-09T10:36:37Z"
"liuyi01 / kubernetes-starter","https://github.com/liuyi01/kubernetes-starter","kubernetes入门，包括kubernetes概念，架构设计，集群环境搭建，认证授权等。","Shell","842","682","2019-01-30T08:16:21Z"
"bestony / logoly","https://github.com/bestony/logoly","A Pornhub Flavour Logo Generator","Vue","4464","448","2020-01-08T21:16:24Z"
"CyC2018 / CS-Notes","https://github.com/CyC2018/CS-Notes","📚 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计、Java、Python、C++","Java","87505","28207","2020-01-08T17:02:07Z"
"996icu / 996.ICU","https://github.com/996icu/996.ICU","Repo for counting stars and contributing. Press F to pay respect to glorious developers.","Rust","248922","21231","2020-01-03T18:04:03Z"
"xiaolai / everyone-can-use-english","https://github.com/xiaolai/everyone-can-use-english","人人都能用英语","","4225","1196","2019-12-22T02:04:56Z"
"ganlvtech / down_52pojie_cn","https://github.com/ganlvtech/down_52pojie_cn","A single page file explorer that can be hosted on static website. 吾爱破解论坛 爱盘 https://down.52pojie.cn/ 页面的源代码","PHP","1301","308","2019-05-14T09:24:26Z"
"hakimel / reveal.js","https://github.com/hakimel/reveal.js","The HTML Presentation Framework","JavaScript","49800","14455","2020-01-04T15:39:29Z"
"birdayz / kaf","https://github.com/birdayz/kaf","Modern CLI for Apache Kafka, written in Go.","Go","921","52","2020-01-01T22:41:47Z"
"justjanne / powerline-go","https://github.com/justjanne/powerline-go","A beautiful and useful low-latency prompt for your shell, written in go","Go","1373","141","2019-12-15T16:43:25Z"
"gaocegege / maintainer","https://github.com/gaocegege/maintainer"," 👨‍💻 🐳 Generate personal daily reports or summary, AUTHORS, CONTRIBUTING, CHANGELOG and so on for GitHub user or repository.","Go","146","15","2019-05-25T07:17:08Z"
"github-changelog-generator / github-changelog-generator","https://github.com/github-changelog-generator/github-changelog-generator","Automatically generate change log from your tags, issues, labels and pull requests on GitHub.","Ruby","5724","638","2019-12-30T15:01:52Z"
"eshlox / simplicity","https://github.com/eshlox/simplicity","Hugo theme.","CSS","41","24","2019-10-01T20:39:33Z"
"utterance / utterances","https://github.com/utterance/utterances","🔮 A lightweight comments widget built on GitHub issues","TypeScript","1819","185","2020-01-07T03:31:53Z"
"facebook / php-webdriver","https://github.com/facebook/php-webdriver","A php client for webdriver.","PHP","3888","725","2020-01-07T13:32:36Z"
"sourcegraph / go-selenium","https://github.com/sourcegraph/go-selenium","Selenium WebDriver client for Go","Go","323","64","2017-06-11T22:37:59Z"
"tebeka / selenium","https://github.com/tebeka/selenium","Selenium/Webdriver client for Go","Go","923","191","2019-08-06T23:15:55Z"
"sclevine / agouti","https://github.com/sclevine/agouti","A WebDriver client and acceptance testing library for Go","Go","681","85","2019-11-06T15:58:46Z"
"alibaba / anyproxy","https://github.com/alibaba/anyproxy","A fully configurable http/https proxy in NodeJS","JavaScript","6207","1007","2020-01-01T11:49:27Z"
"huginn / huginn","https://github.com/huginn/huginn","Create agents that monitor and act on your behalf. Your agents are standing by!","Ruby","26620","2582","2020-01-09T12:48:50Z"
"itmifen / canal","https://github.com/itmifen/canal","基于阿里巴巴canal进行部分优化和bug处理。","Java","25","7","2018-12-17T09:28:08Z"
"hwdsl2 / setup-ipsec-vpn","https://github.com/hwdsl2/setup-ipsec-vpn","Scripts to build your own IPsec VPN server, with IPsec/L2TP and Cisco IPsec on Ubuntu, Debian and CentOS","Shell","12372","3348","2019-12-21T15:32:03Z"
"pomber / git-history","https://github.com/pomber/git-history","Quickly browse the history of a file from any git repository","JavaScript","11580","459","2020-01-07T05:14:18Z"
"getgridea / gridea","https://github.com/getgridea/gridea","✍️A static blog writing client (一个静态博客写作客户端)","CSS","4946","396","2020-01-03T00:51:49Z"
"Finb / Bark","https://github.com/Finb/Bark","Bark is an iOS App which allows you to push customed notifications to your iPhone","Swift","724","79","2019-09-27T03:44:47Z"
"zudochkin / awesome-newsletters","https://github.com/zudochkin/awesome-newsletters","A list of amazing Newsletters","Shell","1577","139","2020-01-03T10:55:49Z"
"istio / istio","https://github.com/istio/istio","Connect, secure, control, and observe services.","Go","21174","3835","2020-01-09T12:39:08Z"
"grpc / grpc-go","https://github.com/grpc/grpc-go","The Go language implementation of gRPC. HTTP/2 based RPC","Go","10442","2129","2020-01-08T23:45:57Z"
"txthinking / brook","https://github.com/txthinking/brook","Brook is a cross-platform(Linux/MacOS/Windows/Android/iOS) proxy/vpn software","Go","10840","2066","2020-01-08T13:09:21Z"
"Supervisor / supervisor","https://github.com/Supervisor/supervisor","Supervisor process control system for UNIX","Python","5880","1015","2019-12-18T09:49:57Z"
"google / cadvisor","https://github.com/google/cadvisor","Analyzes resource usage and performance characteristics of running containers.","Go","10106","1486","2020-01-08T21:54:15Z"
